WKT87636.1	iEK1008.Rv3624c	55.0	180	75	1	9	182	36	215	6.69e-65	198
WKT87636.1	iHN637.CLJU_RS20465	49.7	177	89	0	6	182	4	180	7.87e-61	186
WKT87637.1	iAT_PLT_636.4905	37.5	208	116	5	186	380	242	448	5.38e-32	132
WKT87637.1	iMM1415.18195	37.5	208	116	5	186	380	242	448	5.38e-32	132
WKT87638.1	iYO844.BSU22780	46.8	188	90	3	3	188	4	183	1.66e-49	159
WKT87638.1	iCN900.CD630_14490	47.1	191	92	3	3	191	4	187	6.65e-49	157
WKT87638.1	iHN637.CLJU_RS03120	43.8	176	91	1	3	178	2	169	2.48e-45	148
WKT87638.1	iEK1008.Rv3609c	47.1	191	90	4	4	191	17	199	7.93e-45	147
WKT87639.1	iEK1008.Rv3608c	50.7	268	127	3	4	269	8	272	2.80e-81	245
WKT87640.1	iEK1008.Rv3607c	54.7	117	53	0	5	121	3	119	7.55e-35	117
WKT87641.1	iJN1463.PP_4698	41.1	146	76	2	23	168	5	140	1.22e-27	101
WKT87641.1	iCN718.ABAYE_RS15840	41.9	136	72	3	22	157	4	132	1.76e-27	100
WKT87641.1	iHN637.CLJU_RS03130	35.9	153	93	2	22	173	121	269	3.54e-25	97.8
WKT87641.1	iSynCJ816.SGL_RS02755	41.3	143	79	3	23	165	16	153	7.95e-24	92.4
WKT87641.1	iPC815.YPO3400	41.3	138	76	3	25	161	6	139	6.62e-24	91.7
WKT87647.1	iSynCJ816.SGL_RS06545	42.5	506	276	8	14	510	3	502	1.34e-121	365
WKT87647.1	iAF692.Mbar_A1667	45.1	441	234	7	74	510	76	512	1.11e-115	350
WKT87647.1	iAF987.Gmet_2360	39.9	484	286	5	29	510	8	488	4.22e-112	340
WKT87647.1	iNF517.LLMG_RS01995	41.1	487	273	8	32	510	4	484	4.82e-112	340
WKT87647.1	iYL1228.KPN_03318	40.2	488	277	8	31	510	22	502	1.02e-110	337
WKT87647.1	iYL1228.KPN_00502	40.2	490	276	9	30	510	21	502	4.03e-110	336
WKT87647.1	iSbBS512_1146.SbBS512_E3309	40.0	492	272	10	31	510	22	502	1.13e-109	335
WKT87647.1	iSF_1195.SF2876	40.0	492	272	10	31	510	22	502	1.13e-109	335
WKT87647.1	iSSON_1240.SSON_3043	40.0	492	272	10	31	510	22	502	1.13e-109	335
WKT87647.1	STM_v1_0.STM3040	40.0	493	273	10	30	510	21	502	4.50e-109	333
WKT87647.1	iSDY_1059.SDY_3192	39.8	492	273	10	31	510	22	502	4.50e-109	333
WKT87647.1	iLJ478.TM1705	41.0	485	276	9	31	510	6	485	4.11e-109	333
WKT87647.1	iPC815.YPO0888	39.8	493	274	10	30	510	21	502	1.26e-108	332
WKT87647.1	iML1515.b4129	39.8	488	279	8	31	510	22	502	1.41e-107	329
WKT87650.1	iPC815.YPO2188	29.6	490	321	10	4	485	12	485	1.61e-62	211
WKT87650.1	iYL1228.KPN_02190	29.4	489	317	11	7	485	15	485	3.40e-60	204
WKT87650.1	iYO844.BSU36590	31.5	486	316	11	10	485	3	481	1.65e-59	202
WKT87650.1	iSbBS512_1146.SbBS512_E1418	28.5	487	324	10	7	485	15	485	4.92e-59	201
WKT87650.1	iML1515.b1249	28.5	487	324	10	7	485	15	485	6.86e-59	201
WKT87650.1	iSSON_1240.SSON_1931	28.5	487	324	10	7	485	15	485	6.86e-59	201
WKT87650.1	iSF_1195.SF1250	28.5	487	324	10	7	485	15	485	1.87e-58	200
WKT87650.1	STM_v1_0.STM1739	28.7	487	323	11	7	485	15	485	2.60e-58	199
